PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,AQI,AQI_Bucket
273.82,515.41,192.34,129.41,67.59,60.4,1.61,26.1,40.19,7.04,16.43,455.0,Severe
253.49,,18.0,20.57,13.25,,2.09,43.64,,4.41,26.79,401.0,Severe
525.09,94.0,16.96,19.14,34.7,10.53,1.57,8.75,37.36,2.16,13.13,442.0,Severe
44.59,,89.85,29.34,119.19,,89.85,14.18,4.91,0.13,0.0,798.0,Severe
113.9,,46.02,68.38,63.36,,46.02,100.12,65.26,3.87,21.26,786.0,Severe
109.94,423.46,35.6,,27.97,8.39,2.37,18.03,8.02,,,434.0,Severe
129.55,567.83,31.84,,27.07,7.46,3.69,25.38,14.16,0.0,,570.0,Severe
361.98,500.01,26.22,48.25,48.8,44.82,1.88,14.63,45.0,5.5,34.14,424.0,Severe
38.22,,41.0,60.3,60.01,,41.0,59.94,,6.74,29.19,623.0,Severe
143.52,,41.62,138.89,56.23,,41.62,91.74,89.17,3.97,32.2,820.0,Severe
63.68,,22.56,67.41,28.61,,22.56,37.73,53.12,4.06,32.32,477.0,Severe
348.58,,64.08,39.15,103.21,,3.12,14.68,10.09,0.18,0.71,429.0,Severe
378.68,546.59,123.73,75.26,152.77,65.75,3.36,17.86,43.25,10.58,73.62,577.0,Severe
109.48,212.8,68.52,245.62,197.94,,68.52,178.58,54.14,1.15,23.37,904.0,Severe
45.2,69.26,23.33,72.02,63.4,,23.33,50.39,39.15,2.14,32.05,468.0,Severe
88.37,,15.14,155.73,87.26,,15.14,106.29,44.14,0.74,5.81,433.0,Severe
91.83,,12.99,28.71,40.76,,12.99,39.71,38.46,2.69,1.74,408.0,Severe
102.49,,33.31,37.85,71.17,,33.31,27.32,24.85,19.81,51.29,731.0,Severe
16.28,,26.67,57.19,47.8,,26.67,50.26,,3.94,16.02,447.0,Severe
73.07,,32.21,86.61,38.54,,32.21,45.82,51.18,4.08,32.35,417.0,Severe
98.53,,70.03,101.27,105.37,,70.03,82.76,38.63,14.37,58.25,1108.0,Severe
92.8,,45.76,102.15,83.98,,45.76,143.12,55.83,4.01,14.62,700.0,Severe
49.23,97.91,19.38,174.15,107.05,,19.38,20.97,90.33,6.3,80.04,411.0,Severe
33.5,,79.53,30.42,109.95,,79.53,14.95,4.81,0.0,0.0,740.0,Severe
309.28,318.52,113.37,84.75,49.23,36.49,0.37,11.7,29.53,3.22,7.2,439.0,Severe
273.62,,,,,,2.14,8.6,18.34,3.79,7.54,412.0,Severe
147.18,,33.06,36.87,69.93,,33.06,21.24,131.12,25.83,60.82,557.0,Severe
67.2,,11.75,57.38,36.76,,11.75,7.75,46.45,4.23,32.52,406.0,Severe
299.85,452.65,106.35,85.56,138.71,68.66,3.2,14.71,41.46,8.0,69.03,430.0,Severe
56.93,,10.46,30.45,22.62,,10.46,102.66,37.12,6.98,33.54,535.0,Severe
319.69,494.51,105.28,70.54,133.87,56.0,2.7,17.38,41.44,9.1,59.74,509.0,Severe
37.97,95.65,33.04,39.57,56.91,,33.04,39.94,34.34,2.14,32.05,452.0,Severe
218.87,338.45,97.35,71.25,13.13,86.87,2.28,24.39,66.07,5.22,19.42,406.0,Severe
288.0,,6.05,13.14,,,0.49,3.25,31.32,0.04,4.05,485.0,Severe
58.54,124.58,15.45,44.39,33.18,,15.45,42.86,81.35,2.85,46.56,487.0,Severe
235.85,,11.25,47.37,,,1.44,12.73,36.47,4.26,8.45,431.0,Severe
24.51,,34.65,82.95,66.32,,34.65,63.4,,3.94,16.02,696.0,Severe
272.01,,48.16,73.74,,,2.74,9.84,37.74,2.5,14.06,407.0,Severe
94.8,,23.18,79.56,31.84,,23.18,56.2,63.95,4.08,32.3,448.0,Severe
176.96,370.39,36.06,29.56,51.25,,1.81,9.18,31.96,0.0,0.0,405.0,Severe
92.59,,35.37,92.43,71.48,,35.37,72.51,63.21,4.18,32.45,778.0,Severe
393.63,,7.87,10.57,,,27.56,10.53,10.87,1.83,17.63,483.0,Severe
116.42,,63.2,82.77,54.86,,63.2,64.52,59.07,4.16,32.4,1258.0,Severe
43.48,116.84,37.34,103.67,93.15,,37.34,91.4,30.35,6.3,80.04,575.0,Severe
269.34,,7.9,10.13,,,,4.03,24.94,2.53,24.95,403.0,Severe
241.9,,11.64,9.29,3.13,,1.88,8.44,28.9,23.34,23.34,404.0,Severe
281.76,,78.62,34.87,113.53,,3.43,13.94,11.38,0.45,1.34,426.0,Severe
214.36,,19.66,18.38,38.03,,19.66,46.6,33.34,6.05,20.53,509.0,Severe
112.08,171.65,28.47,192.27,126.26,,28.47,120.4,79.31,2.14,27.52,561.0,Severe
,599.3,8.1,7.99,,6.74,,72.4,58.45,,,604.0,Severe
114.06,,52.37,131.09,118.44,,52.37,82.54,56.94,56.27,107.66,1332.0,Severe
225.49,,29.7,62.65,51.85,,29.7,30.33,36.29,4.18,32.5,649.0,Severe
96.65,482.14,32.23,,27.3,7.47,3.35,28.02,9.83,0.0,,418.0,Severe
42.89,,34.86,51.28,51.03,,34.86,19.96,,8.55,56.71,488.0,Severe
58.49,89.47,18.72,124.86,82.26,,18.72,102.52,60.11,1.31,23.57,476.0,Severe
296.73,,40.71,94.87,69.53,10.28,1.22,13.13,49.12,4.52,25.82,428.0,Severe
116.52,768.16,27.89,,24.94,7.23,4.2,16.71,3.71,0.0,,437.0,Severe
238.36,,34.01,24.54,58.56,,2.3,11.88,5.03,0.24,0.73,403.0,Severe
398.93,,29.39,65.46,34.78,,2.61,34.85,56.93,5.11,28.82,524.0,Severe
186.65,324.14,70.65,62.01,40.48,57.26,0.92,17.04,43.9,4.05,11.24,407.0,Severe
239.98,355.16,109.28,68.59,137.04,58.01,2.88,13.69,32.51,8.02,58.12,404.0,Severe
391.54,587.23,167.73,96.36,213.61,105.21,3.39,26.47,186.07,9.07,32.59,535.0,Severe
291.71,464.27,124.82,133.98,63.54,73.93,1.61,29.45,42.27,5.66,16.26,471.0,Severe
78.25,,24.41,35.12,35.35,,24.41,44.25,14.76,4.86,44.1,492.0,Severe
348.67,,19.26,31.58,19.86,,2.89,29.86,42.46,0.97,5.39,474.0,Severe
238.41,,77.7,55.07,131.32,,77.7,89.07,37.3,50.61,163.64,1247.0,Severe
38.0,107.96,23.87,53.2,52.89,,23.87,63.42,26.28,2.14,32.05,495.0,Severe
84.84,,40.16,72.85,39.55,,40.16,52.52,59.42,4.12,32.35,908.0,Severe
28.8,,28.47,49.07,45.18,,28.47,101.38,,4.38,23.87,440.0,Severe
38.5,93.7,37.89,47.69,66.19,,37.89,63.22,28.61,2.14,32.05,517.0,Severe
81.11,,25.37,48.95,42.76,,25.37,40.55,26.21,8.55,37.83,525.0,Severe
230.76,,12.95,13.35,26.31,,12.95,19.34,50.18,2.21,5.96,420.0,Severe
60.03,109.4,25.55,176.24,117.3,,25.55,35.87,52.95,6.3,80.04,436.0,Severe
431.69,,41.9,62.38,6.24,,1.89,22.13,25.35,1.74,3.82,509.0,Severe
53.06,123.32,22.34,59.64,45.76,,22.34,70.8,41.7,2.85,46.56,475.0,Severe
46.8,98.91,34.26,32.44,54.89,,34.26,57.06,42.64,6.3,80.04,469.0,Severe
345.54,,58.36,63.08,,,3.15,10.5,40.58,2.82,8.02,568.0,Severe
277.0,,167.06,53.5,220.56,,3.16,4.85,15.41,0.29,1.14,442.0,Severe
118.16,,60.28,102.68,58.0,,60.28,104.49,32.76,4.11,32.32,938.0,Severe
265.06,441.43,85.28,74.72,111.18,62.24,2.74,18.72,37.8,9.65,74.6,454.0,Severe
75.49,,9.04,61.8,19.74,,9.04,34.03,80.26,4.16,32.44,407.0,Severe
102.05,,15.35,81.15,51.04,,15.35,57.4,47.29,0.99,7.55,414.0,Severe
32.7,105.78,26.0,103.72,80.25,,26.0,132.41,45.92,6.3,80.04,466.0,Severe
277.48,422.59,31.26,53.73,4.26,55.61,1.52,12.43,68.68,3.98,9.71,439.0,Severe
29.56,,30.82,74.11,59.15,,30.82,19.34,3.34,8.73,35.82,461.0,Severe
382.96,,14.55,55.83,41.39,9.83,0.99,7.8,47.57,2.83,12.67,453.0,Severe
71.54,,26.95,89.06,63.56,,26.95,111.43,65.58,21.84,106.69,404.0,Severe
333.43,486.35,54.97,55.61,79.04,50.75,2.24,11.15,26.44,8.0,47.12,506.0,Severe
287.56,440.77,58.36,60.03,86.74,49.0,2.43,12.71,33.2,5.79,37.17,419.0,Severe
263.32,,16.2,4.11,10.26,,2.1,34.63,,3.79,26.28,404.0,Severe
338.38,471.47,75.56,92.18,54.81,55.65,1.32,21.36,35.0,6.2,11.18,542.0,Severe
75.84,,41.7,95.28,46.74,,41.7,54.31,50.85,4.14,32.29,998.0,Severe
88.02,,25.92,83.26,34.25,,25.92,37.48,42.7,4.07,32.29,488.0,Severe
124.44,,42.25,147.48,125.33,,42.25,119.98,51.56,0.74,5.81,1001.0,Severe
411.23,,15.53,69.86,,,1.72,11.56,30.82,2.06,4.09,450.0,Severe
290.17,,58.22,98.74,63.88,,3.68,24.44,,4.69,26.76,431.0,Severe
56.51,,10.58,121.56,66.9,,10.58,81.19,54.42,8.42,53.98,807.0,Severe
122.78,,36.74,99.37,75.89,,36.74,15.97,25.6,4.21,32.53,679.0,Severe
295.62,502.98,106.85,71.44,62.21,40.93,1.66,23.47,38.31,7.92,19.77,443.0,Severe
249.87,353.94,37.13,50.24,57.35,62.14,1.71,8.52,23.62,5.96,30.95,441.0,Severe
411.8,605.65,93.94,114.03,41.37,99.22,1.65,19.54,41.56,7.38,22.05,576.0,Severe
75.79,,31.55,146.8,95.16,,31.55,113.82,41.95,21.18,64.94,738.0,Severe
241.69,362.1,73.76,69.73,103.48,57.17,2.03,13.41,32.34,7.86,57.33,423.0,Severe
189.12,,94.0,178.13,160.97,,94.0,168.44,39.06,0.74,5.81,1613.0,Severe
44.1,99.59,26.54,72.53,65.64,,26.54,42.51,45.15,2.14,32.05,448.0,Severe
104.89,,25.46,153.96,94.11,,25.46,121.22,38.11,0.74,5.81,590.0,Severe
159.02,,7.93,10.1,17.91,,0.92,9.08,16.58,2.91,27.69,403.0,Severe
263.61,473.72,100.79,83.15,59.64,79.35,1.25,19.08,49.44,7.06,22.44,418.0,Severe
238.35,529.88,100.62,94.69,195.22,7.69,2.73,72.67,24.42,0.0,0.0,474.0,Severe
100.47,217.53,47.92,292.02,197.09,,47.92,,34.64,2.14,27.52,733.0,Severe
446.49,,7.9,10.07,,,,6.43,16.47,3.05,30.28,468.0,Severe
45.37,,23.56,72.21,30.3,,23.56,45.56,49.33,4.17,32.33,461.0,Severe
180.07,,3.88,10.95,,,0.61,20.39,37.73,0.02,1.72,403.0,Severe
293.73,467.32,102.06,97.76,144.12,63.08,2.96,23.06,114.3,9.99,30.62,450.0,Severe
80.52,,24.0,88.07,60.87,,24.0,118.4,55.49,3.34,12.65,419.0,Severe
296.06,357.72,105.65,30.83,109.35,,3.7,16.5,39.32,1.99,6.0,429.0,Severe
100.57,,7.56,18.79,24.33,,7.56,38.76,38.83,4.92,17.94,411.0,Severe
101.92,,65.27,189.67,141.23,,65.27,125.54,41.52,18.18,69.89,1153.0,Severe
68.52,,39.47,72.83,39.22,,39.47,60.58,50.1,3.97,32.2,530.0,Severe
182.46,,15.24,59.22,40.26,,15.24,49.94,48.98,4.23,32.5,428.0,Severe
110.71,,63.03,111.56,100.04,,63.03,80.15,57.12,4.08,32.33,1474.0,Severe
226.74,,26.58,26.9,27.96,101.96,0.96,25.11,45.95,0.03,0.03,431.0,Severe
31.28,87.45,24.16,47.49,50.72,,24.16,47.71,47.56,2.14,32.05,420.0,Severe
30.18,48.65,24.72,99.02,76.5,,24.72,82.66,34.33,1.15,23.37,438.0,Severe
162.18,,59.53,94.35,59.82,,59.53,42.01,67.0,16.62,52.51,776.0,Severe
345.98,,49.68,62.0,,,1.64,19.17,21.86,5.67,12.63,423.0,Severe
100.92,,20.42,18.9,37.83,,20.42,31.9,22.84,4.9,19.26,481.0,Severe
110.75,494.5,51.52,0.25,37.78,9.96,2.96,26.82,6.4,,,489.0,Severe
204.56,363.53,126.22,92.19,74.14,37.01,1.5,51.7,43.3,3.96,16.74,435.0,Severe
44.87,,31.41,68.29,56.75,,31.41,17.39,3.24,10.48,40.62,486.0,Severe
308.75,462.91,33.24,80.14,104.98,58.38,1.7,17.97,139.27,9.11,15.21,446.0,Severe
64.06,101.44,16.8,92.88,64.46,,16.8,139.64,30.45,1.83,31.73,441.0,Severe
230.85,444.17,37.01,19.46,34.05,,2.26,8.35,16.49,1.05,2.28,444.0,Severe
174.56,443.12,103.4,98.73,58.08,48.28,1.24,30.13,38.25,5.12,10.79,432.0,Severe
276.9,,86.91,72.76,,,3.01,9.1,51.97,8.31,20.96,410.0,Severe
37.15,,34.33,58.02,53.92,,34.33,34.41,1.04,7.62,47.28,510.0,Severe
62.6,,19.59,65.12,26.31,,19.59,38.05,57.79,4.1,32.36,755.0,Severe
70.51,,25.76,98.98,37.9,,25.76,67.36,47.72,3.97,32.2,689.0,Severe
277.67,437.21,145.02,127.18,54.53,81.99,1.49,34.7,43.22,5.22,18.04,491.0,Severe
31.13,,26.73,177.13,106.35,,26.73,53.57,67.63,4.26,14.93,712.0,Severe
238.16,,42.31,35.18,77.49,,2.46,7.16,16.52,0.28,0.88,415.0,Severe
272.46,,70.6,41.71,111.51,,2.4,6.59,11.48,0.47,1.36,405.0,Severe
72.54,,23.99,74.87,54.42,,23.99,98.42,3.11,4.19,32.45,455.0,Severe
49.43,102.77,29.88,164.64,114.39,,29.88,44.06,31.31,6.3,80.04,517.0,Severe
143.72,,65.62,102.87,75.79,,65.62,51.92,,18.27,54.64,1256.0,Severe
97.11,,5.96,10.06,,,0.49,3.85,17.69,0.03,3.62,402.0,Severe
303.44,,33.38,9.16,22.37,,3.5,40.06,,5.45,28.42,424.0,Severe
347.73,,68.28,78.85,95.55,47.94,2.57,10.93,22.79,3.46,3.02,417.0,Severe
434.92,521.21,181.22,113.21,174.25,95.27,2.36,71.56,153.52,9.61,21.68,520.0,Severe
84.47,,23.17,61.41,47.25,,23.17,3.3,45.89,7.15,33.77,561.0,Severe
232.4,361.0,67.14,68.4,115.98,42.75,2.05,31.66,136.67,8.28,20.6,420.0,Severe
262.84,802.87,18.83,14.54,33.37,6.7,,5.26,31.27,0.57,2.54,869.0,Severe
278.95,432.2,118.55,76.71,151.4,56.53,2.9,20.03,35.61,10.0,73.38,401.0,Severe
284.77,,33.23,52.45,59.1,51.37,1.49,10.86,22.37,1.53,2.15,432.0,Severe
21.41,,32.1,75.42,60.74,,32.1,73.4,,3.94,16.02,530.0,Severe
50.97,,42.41,49.52,35.15,,42.41,38.67,43.21,4.1,32.38,904.0,Severe
25.9,,40.29,165.62,110.86,,40.29,56.95,37.07,3.94,16.02,680.0,Severe
78.64,,32.81,68.8,58.04,,32.81,75.18,57.87,3.87,21.26,713.0,Severe
60.36,,18.78,177.23,100.47,,18.78,124.95,51.14,15.64,93.04,831.0,Severe
69.0,,25.24,7.32,21.03,,25.24,131.7,,4.74,30.99,404.0,Severe
327.45,,15.93,59.08,5.06,,5.2,3.16,44.59,,,466.0,Severe
249.77,,7.99,10.26,,,26.76,3.54,5.08,4.04,40.45,421.0,Severe
112.44,,61.37,88.16,69.9,,61.37,88.25,41.77,4.19,32.47,1459.0,Severe
298.3,,102.57,38.43,141.0,,2.49,6.0,13.55,0.48,1.42,468.0,Severe
79.37,,30.71,62.42,50.34,,30.71,80.71,69.32,3.77,17.32,508.0,Severe
166.85,,17.93,43.3,60.07,,17.93,79.71,53.44,24.09,67.38,616.0,Severe
258.15,,21.19,52.54,44.84,34.8,1.31,10.15,60.8,1.33,1.54,463.0,Severe
253.38,,7.14,5.32,5.72,,1.9,33.02,,3.61,25.31,404.0,Severe
104.13,,43.47,101.35,81.88,,43.47,113.39,58.08,29.83,84.76,773.0,Severe
447.72,,15.0,22.88,24.91,,2.7,7.93,21.77,1.1,5.62,461.0,Severe
276.11,,28.63,2.68,16.95,,2.31,38.44,,4.59,30.99,428.0,Severe
46.58,138.91,26.7,53.62,56.13,,26.7,45.91,61.08,2.14,32.05,466.0,Severe
33.69,111.73,34.56,68.9,69.77,,34.56,80.9,36.95,15.53,84.17,547.0,Severe
279.68,,111.81,37.82,131.04,,3.45,2.4,22.22,0.3,1.03,422.0,Severe
41.69,120.12,36.14,137.36,108.22,,36.14,30.42,27.49,6.3,80.04,491.0,Severe
67.44,,15.64,86.7,29.34,,15.64,61.6,47.12,4.13,32.33,404.0,Severe
186.4,,48.3,110.34,45.41,,2.03,23.38,24.63,,,401.0,Severe
479.75,,11.49,27.75,25.2,,0.05,1.39,24.58,0.02,,670.0,Severe
50.53,181.39,38.94,57.64,70.29,,38.94,39.45,41.18,2.14,32.05,564.0,Severe
237.81,,28.68,29.44,25.02,,1.56,22.84,65.65,0.7,4.71,407.0,Severe
305.93,,37.56,53.74,36.7,,1.99,20.99,52.42,0.76,4.49,406.0,Severe
77.84,,35.49,31.88,42.03,,35.49,44.19,21.0,7.51,65.42,491.0,Severe
154.09,,51.8,101.12,94.39,,51.8,111.55,48.08,17.66,60.63,965.0,Severe
25.32,,38.95,85.39,70.72,,38.95,43.6,,3.94,16.02,631.0,Severe
73.37,,16.1,77.92,27.51,,16.1,38.59,39.08,4.05,32.28,491.0,Severe
279.72,,63.88,73.19,65.97,,2.9,34.58,24.56,0.84,4.25,406.0,Severe
92.92,,66.96,164.78,130.45,,66.96,123.47,46.91,18.99,134.73,1215.0,Severe
207.13,,28.41,35.31,60.37,,28.41,50.33,,28.86,55.93,536.0,Severe
29.8,,42.91,169.17,114.54,,42.91,64.17,53.0,3.94,16.02,787.0,Severe
224.94,348.14,139.49,85.86,143.3,41.58,2.6,26.22,149.67,11.57,36.79,408.0,Severe
95.01,444.69,27.84,5.91,22.59,6.77,0.01,22.89,10.33,,,404.0,Severe
322.31,,60.44,93.6,61.93,,2.97,61.32,35.42,0.81,3.87,432.0,Severe
423.94,,85.64,30.31,59.21,,2.2,36.1,32.31,6.01,30.56,520.0,Severe
295.52,,9.34,13.56,9.18,,1.67,32.85,66.77,3.92,23.26,449.0,Severe
195.21,381.19,98.0,78.61,141.55,64.5,2.06,24.06,131.63,4.26,15.4,444.0,Severe
420.88,,97.13,35.34,132.49,,4.14,8.37,7.06,0.38,1.2,500.0,Severe
56.2,149.92,23.13,62.85,47.92,,23.13,81.42,34.18,3.02,46.56,508.0,Severe
93.87,,69.71,102.93,102.24,,69.71,122.74,43.8,5.13,30.23,1041.0,Severe
94.52,,24.39,32.66,52.61,,24.39,67.39,111.33,0.24,0.01,514.0,Severe
433.0,,113.36,76.92,131.19,44.06,2.78,13.64,25.31,5.82,5.27,543.0,Severe
59.96,,40.14,69.61,82.74,,40.14,64.63,13.0,2.14,32.05,629.0,Severe
217.86,358.15,125.44,31.96,155.71,26.85,2.97,24.63,21.34,0.0,0.0,425.0,Severe
422.59,,69.36,58.09,127.45,,2.39,4.28,7.53,0.25,0.92,520.0,Severe
66.01,,53.08,73.79,46.37,,53.08,61.71,73.43,4.11,32.35,854.0,Severe
300.46,,62.56,31.01,45.99,,1.87,17.53,37.1,1.2,6.19,431.0,Severe
355.4,,118.54,25.68,142.41,,6.21,35.97,17.07,0.58,1.79,456.0,Severe
276.39,,9.43,10.39,,,29.94,9.69,7.21,2.84,28.37,446.0,Severe
293.74,,27.92,35.76,63.68,,2.01,5.74,20.18,0.26,0.8,414.0,Severe
41.71,,8.14,23.95,4.47,,2.33,10.59,14.01,2.4,3.38,699.0,Severe
84.03,,26.24,90.66,36.19,,26.24,63.72,72.75,4.13,32.39,471.0,Severe
69.99,,39.53,43.61,50.77,,39.53,30.82,21.49,7.39,57.46,503.0,Severe
126.66,,33.97,112.69,45.73,,33.97,76.09,55.06,3.87,21.26,664.0,Severe
306.17,445.58,83.77,66.97,23.13,83.55,1.95,17.97,76.45,7.01,21.12,451.0,Severe
318.1,535.3,106.93,118.81,159.99,78.22,2.85,30.24,131.4,6.45,21.32,528.0,Severe
237.86,,31.34,6.07,18.78,,2.92,33.15,,4.91,32.07,404.0,Severe
242.66,,132.47,199.17,246.03,,132.47,,44.06,0.74,5.81,2049.0,Severe
109.34,,27.03,156.18,96.35,,27.03,121.57,49.84,0.74,5.81,856.0,Severe
80.59,127.97,29.48,59.9,51.22,,29.48,48.18,41.9,1.15,38.57,571.0,Severe
283.03,,68.58,44.37,112.57,,2.08,6.04,12.42,0.46,1.17,463.0,Severe
33.3,,52.23,128.12,111.18,,52.23,99.65,42.05,20.61,91.72,777.0,Severe
39.16,86.22,16.72,62.06,49.34,,16.72,48.32,77.97,2.14,32.05,401.0,Severe
88.85,,46.93,147.44,109.62,,46.93,82.23,67.24,13.08,69.23,520.0,Severe
258.48,398.16,30.46,54.69,81.68,47.57,1.84,28.58,75.26,3.64,6.94,421.0,Severe
86.59,,40.08,82.87,42.04,,40.08,83.72,32.62,4.11,32.35,716.0,Severe
133.07,,70.84,51.06,121.9,,70.84,61.91,32.46,22.32,55.28,1348.0,Severe
58.21,,25.51,49.85,43.35,,25.51,106.17,,5.99,28.19,459.0,Severe
75.74,,21.38,67.43,48.85,,21.38,8.99,17.56,4.2,32.5,944.0,Severe
246.52,,10.49,18.31,11.1,,2.89,25.16,,3.68,24.94,413.0,Severe
310.69,,13.91,22.02,,,0.51,3.08,43.39,0.04,4.29,409.0,Severe
78.48,,49.94,110.63,54.14,,49.94,67.06,46.93,16.41,36.27,1217.0,Severe
412.87,,125.48,42.07,167.55,,4.23,13.69,13.99,0.66,2.06,512.0,Severe
103.13,,46.91,80.34,45.24,,46.91,56.3,52.37,4.08,32.31,529.0,Severe
232.81,,31.19,56.29,54.66,53.29,1.25,8.32,26.44,0.07,1.26,414.0,Severe
96.15,,94.41,80.49,71.73,,94.41,76.61,42.8,3.87,21.26,1291.0,Severe
,502.23,7.83,7.86,,6.7,,92.36,24.93,,,463.0,Severe
96.58,,42.1,80.15,42.52,,42.1,52.73,42.37,4.04,32.3,657.0,Severe
94.41,,20.27,84.32,56.25,,20.27,9.95,21.82,4.2,32.43,1044.0,Severe
350.39,516.59,208.23,162.5,167.24,79.24,2.65,54.38,139.22,13.02,60.08,554.0,Severe
103.71,,34.72,111.67,45.91,,34.72,54.23,119.43,3.87,21.26,906.0,Severe
290.05,,107.17,42.48,148.83,,2.8,7.41,13.42,0.5,1.65,488.0,Severe
100.06,175.79,39.85,239.1,160.51,,39.85,134.84,59.32,1.15,23.37,956.0,Severe
54.11,,48.38,54.45,38.8,,48.38,45.55,41.35,4.15,32.45,754.0,Severe
69.31,112.61,28.8,175.04,118.22,,28.8,136.74,62.53,2.14,27.52,636.0,Severe
103.36,,18.18,39.56,57.33,,18.18,80.43,40.11,11.29,24.35,510.0,Severe
226.18,,21.55,16.61,4.22,,16.09,4.02,39.68,,,424.0,Severe
88.0,145.34,18.8,226.03,131.69,,18.8,,32.59,2.14,27.52,638.0,Severe
307.44,,7.88,10.65,,,27.7,4.21,13.25,2.53,25.26,468.0,Severe
33.95,,30.33,67.31,55.47,,30.33,152.48,14.95,8.26,51.62,429.0,Severe
306.59,,11.42,19.84,8.33,,1.26,7.89,63.49,,,478.0,Severe
376.52,,60.77,34.29,95.07,,2.97,8.46,14.68,0.31,0.99,482.0,Severe
269.49,,43.62,34.49,35.53,,3.47,37.05,13.36,0.82,3.73,409.0,Severe
101.86,,27.99,105.96,40.8,,27.99,89.37,54.3,3.87,21.26,559.0,Severe
282.41,,108.87,52.7,161.57,,2.34,0.63,7.03,0.26,1.03,418.0,Severe
235.51,,48.42,69.63,47.68,,2.15,39.19,46.6,0.48,2.81,403.0,Severe
241.78,370.37,128.62,88.02,51.5,69.27,1.08,23.95,40.58,7.0,21.75,450.0,Severe
136.05,393.7,45.61,76.88,83.43,46.56,1.38,8.84,58.0,2.75,6.91,442.0,Severe
173.01,,48.44,42.27,90.73,,48.44,78.76,59.39,9.72,9.96,780.0,Severe
97.68,,21.56,72.48,51.45,,21.56,12.63,20.2,4.18,32.42,420.0,Severe
274.23,,31.48,19.14,50.62,,2.41,6.63,3.24,0.29,0.77,453.0,Severe
46.3,160.82,40.24,47.9,65.63,,40.24,41.94,33.06,2.1,31.38,573.0,Severe
75.13,,36.67,176.38,113.4,,36.67,124.9,67.84,0.74,5.81,802.0,Severe
33.16,,31.02,54.23,49.6,,31.02,17.09,4.47,11.79,37.99,510.0,Severe
48.21,,29.28,66.43,54.26,,29.28,151.44,13.38,5.93,25.08,445.0,Severe
78.18,,20.3,71.56,50.06,,20.3,51.41,10.44,6.65,35.04,478.0,Severe
343.01,,9.56,10.57,,,22.53,8.46,8.79,2.71,26.0,490.0,Severe
174.03,293.0,23.38,42.35,45.36,35.82,1.34,12.89,31.94,4.3,30.34,438.0,Severe
227.13,386.88,134.63,107.29,214.57,35.12,1.11,12.85,26.85,12.51,21.53,418.0,Severe
229.8,,37.9,18.89,56.73,,2.55,1.49,4.34,0.25,0.81,429.0,Severe
616.19,,7.94,10.09,,,,8.11,13.42,3.74,35.61,684.0,Severe
108.92,,30.7,273.39,155.55,,30.7,113.34,59.23,39.79,189.75,595.0,Severe
82.03,,14.9,92.12,56.06,,14.9,113.34,65.25,19.32,59.77,474.0,Severe
96.74,208.83,57.78,229.45,160.83,,57.78,156.5,59.05,1.15,23.37,919.0,Severe
88.36,451.12,24.03,0.09,22.83,7.02,1.84,25.13,8.19,,,428.0,Severe
47.71,100.89,34.67,171.04,122.97,,34.67,40.63,21.04,6.3,80.04,491.0,Severe
287.34,461.02,92.04,69.46,121.07,56.66,2.54,17.77,39.58,8.09,48.84,475.0,Severe
73.58,,19.53,63.23,45.42,,19.53,11.56,26.46,4.22,32.51,493.0,Severe
376.2,,48.86,44.39,41.14,,2.18,31.78,57.04,4.75,27.82,501.0,Severe
151.57,355.56,71.68,65.07,105.02,41.76,2.19,11.35,42.22,8.42,25.57,411.0,Severe
69.27,,15.17,79.33,52.7,,15.17,85.87,65.28,15.99,69.1,529.0,Severe
364.83,,60.67,43.96,104.28,,2.51,7.72,37.67,0.5,1.41,477.0,Severe
115.79,,42.54,166.11,124.97,,42.54,151.92,32.24,12.32,41.88,1042.0,Severe
506.04,,42.6,48.17,4.47,,5.1,7.33,36.68,,,508.0,Severe
253.71,,5.89,11.06,3.88,,1.37,7.69,21.28,19.5,19.5,415.0,Severe
64.61,,10.31,117.16,64.84,,10.31,104.81,51.44,0.74,5.81,471.0,Severe
87.13,,28.06,56.52,48.51,,28.06,115.96,53.61,26.49,81.22,696.0,Severe
80.54,,71.11,77.0,61.31,,71.11,64.49,60.07,4.05,32.33,744.0,Severe
203.4,,23.03,36.63,59.66,,23.03,94.3,5.36,0.0,0.0,529.0,Severe
142.96,,45.45,48.21,92.32,,45.45,62.96,34.77,7.35,22.4,669.0,Severe
117.08,,37.42,106.21,46.11,,37.42,77.6,55.05,16.14,53.75,741.0,Severe
39.68,117.51,20.89,77.12,61.44,,20.89,139.31,71.62,12.58,79.02,408.0,Severe
,469.99,7.26,7.51,,6.6,0.0,,16.59,,,538.0,Severe
42.82,,5.51,5.97,2.21,,1.3,6.35,61.81,2.77,0.91,442.0,Severe
186.18,269.55,62.09,32.87,88.14,31.83,9.54,6.65,29.97,10.55,20.09,454.0,Severe
181.67,408.64,33.04,20.24,39.5,,2.67,7.24,24.91,1.65,4.68,410.0,Severe
73.98,,43.21,64.62,40.71,,43.21,28.52,48.02,4.1,32.34,730.0,Severe
914.94,,44.34,63.94,42.71,,1.45,0.64,0.8,,,676.0,Severe
38.99,114.94,31.97,103.79,87.09,,31.97,156.48,32.57,6.3,80.04,488.0,Severe
241.46,,34.33,17.67,37.31,,3.31,13.75,15.8,3.34,10.52,420.0,Severe
